,A7_1_C1_10,A7_1_C1_8,A7_3_C15_1,A7_3_C15_3,A7_3_C9_3,A8_C2_33,A8_C2_50,A_C1_200,A_C1_30,A_C1_5,A_C2_10,A_C2_200,A_C2_30,A_C2_5,A_C2_60,A_C2_9,A_C6_200,A_C6_5,B_1_C0_1,B_1_C0_10,B_1_C0_16,B_1_C0_200,B_1_C0_30,B_1_C0_4,B_1_C0_5,B_1_C0_60,B_1_C0_9,B_1_C26_202,B_1_C26_30,B_1_C26_60,B_2_C26_202,B_2_C26_30,C_1_C3_202,C_1_C6_202,C_1_C6_30,C_1_C6_60,C_1_C8_202,D1_HOS_C1_27,D1_HOS_C1_37,D1_HOS_C1_41,D1_HOS_C1_49,D3_HOS_C2_30,S2_1_C1_1,S2_1_C1_2,S2_1_C1_21,S2_1_C1_27,S2_1_C1_3,S2_1_C2_2,S2_1_C3_2,S2_1_C3_3,S2_1_C4_2,S2_1_C4_3,S2_1_C7_3,S3_1_C10_14,S3_1_C10_27,S3_1_C2_1,S3_1_C2_14,S3_1_C2_27,S3_1_C2_7,S3_1_C3_1,S3_1_C3_14,S3_1_C3_7,S3_1_C6_1,S3_1_C6_14,S3_1_C6_7,S3_1_C8_1,S3_1_C8_14,S3_1_C8_7,FI_CREAT_DT,FI_NUM,FY_BGN_DT,FY_END_DT,PRVDR_NUM,RPT_REC_NUM,UTIL_CODE,Lat,Lon,"Control type, text","Hospital type, text",Num and Name
,Total,Subtotal,New Cap Related Csts Bldg & Fixtures,Total,Total,Other Adjustments (Summed),Total,Total Salaries,Adults and Pediatrics,Administrative and General,Dietary,Total Salaries,Adults and Pediatrics,Administrative and General,Laboratory,Housekeeping,Total Salaries,Administrative and General,New Capital Buildings and Fixtures,Dietary,Medical Records and Medical Rec. Library,Total,Adults and Pediatrics,Employee Benefits,Administrative and General,Laboratory,Housekeeping,Total  ,Adults and Pediatrics,Laboratory,Total  ,Adults & Pediatrics,Total,Total,Adults & Pediatrics,Laboratory,Total,net of Swing Bed Cost,net of Swing Bed and Private Room Diff,Total Program General Inpatient Routine ,Total Program Inpatient Costs,Adults and Pediatrics,Hospital Street Address,Hospital City,Type of Control of Hospital (See Table I),Urban (1) or Rural (2),Hospital Name ,Hospital State,Hospital Zip Code,Provider's actual MSA or CBSA,Hospital County,Hospital Type,Hospital Title 18 Payment System (P/T/O),Total Hospital Interns & Residents,Total Facility FTEs ,Hospital Adults & Pediatrics,Total Hospital,Total Facility,Total,Hospital Adults & Pediatrics,Total Hospital,Total Hospital,Hospital Adults & Pediatrics,Total Hospital,Total Adults & Peds,Hospital Adults & Pediatrics,Total Hospital,Total Adults & Pediatrics,Fiscal Intermediary/MAC Create Date,Fiscal Intermediary Number,Fiscal Year Begin Date ,Fiscal Year End Date ,Hospital Provider Number ,Report Record Number,Utilization Code (L/N/F),Lat,Lon,"Control type, text","Hospital type, text",Num and Name
,ANALYSIS OF CHANGES IN NEW CAPITAL BALANCES,ANALYSIS OF CHANGES IN NEW CAPITAL BALANCES,RECONCILIATION OF CAPITAL COST CENTERS,RECONCILIATION OF CAPITAL COST CENTERS,RECONCILIATION OF CAPITAL COST CENTERS,ADJUSTMENTS,ADJUSTMENTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,ALLOCATION OF NEW CAPITAL COSTS,COMPUTATION OF RATIO OF COST TO CHARGES,COMPUTATION OF RATIO OF COST TO CHARGES,COMPUTATION OF RATIO OF COST TO CHARGES,COMPUTATION OF RATIO OF COST TO CHARGES,COMPUTATION OF RATIO OF COST TO CHARGES,COMPUTATION OF INPATIENT OPERATING COSTS,COMPUTATION OF INPATIENT OPERATING COSTS,COMPUTATION OF INPATIENT OPERATING COSTS,COMPUTATION OF INPATIENT OPERATING COSTS,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,,,,,,,,,,,Total Inpatient Days/Outpatient Visits,Total Inpatient Days/Outpatient Visits,NUMBER OF BEDS,NUMBER OF BEDS,NUMBER OF BEDS,NUMBER OF BEDS,BED DAYS AVAILABLE,BED DAYS AVAILABLE,BED DAYS AVAILABLE,Medicare Inpatient Days/Outpatient Visits,Medicare Inpatient Days/Outpatient Visits,Medicare Inpatient Days/Outpatient Visits,Total Inpatient Days/Outpatient Visits,Total Inpatient Days/Outpatient Visits,Total Inpatient Days/Outpatient Visits,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,Lat,Lon,"Control type, text","Hospital type, text",Num and Name
,Column 1 (Beginning Balances) Total (A7_1_C1_10),Column 1 (Beginning Balances) Subtotal (A7_1_C1_8),Column 15 (Total) New Cap Related Csts Bldg & Fixtures (A7_3_C15_1),Column 15 (Total) Total (A7_3_C15_3),Column 9 (Depreciation) Total (A7_3_C9_3),Other Adjustments (Summed) (A8_C2_33),Total (A8_C2_50),Total Salaries (A_C1_200),Adults and Pediatrics (A_C1_30),Administrative and General (A_C1_5),Dietary (A_C2_10),Total Salaries (A_C2_200),Adults and Pediatrics (A_C2_30),Administrative and General (A_C2_5),Laboratory (A_C2_60),Housekeeping (A_C2_9),Total Salaries (A_C6_200),Administrative and General (A_C6_5),Net Expense for Cost Allocation New Capital Buildings and Fixtures (B_1_C0_1),Net Expense for Cost Allocation Dietary (B_1_C0_10),Net Expense for Cost Allocation Medical Records and Medical Rec. Library (B_1_C0_16),Net Expense for Cost Allocation Total (B_1_C0_200),Net Expense for Cost Allocation Adults and Pediatrics (B_1_C0_30),Net Expense for Cost Allocation Employee Benefits (B_1_C0_4),Net Expense for Cost Allocation Administrative and General (B_1_C0_5),Net Expense for Cost Allocation Laboratory (B_1_C0_60),Net Expense for Cost Allocation Housekeeping (B_1_C0_9),Total   (B_1_C26_202),Adults and Pediatrics (B_1_C26_30),Laboratory (B_1_C26_60),Total   (B_2_C26_202),TOTAL CAPITAL COSTS AFTER COST ALLOCATION Adults & Pediatrics (B_2_C26_30),Total (C_1_C3_202),Total (C_1_C6_202),Total Inpatient Charges Adults & Pediatrics (C_1_C6_30),Total Inpatient Charges Laboratory (C_1_C6_60),Total (C_1_C8_202),General Inpatient Routine Service Cost net of Swing Bed Cost (D1_HOS_C1_27),General Inpatient Routine Service Cost net of Swing Bed and Private Room Diff (D1_HOS_C1_37),Total Program General Inpatient Routine  (D1_HOS_C1_41),Total Program Inpatient Costs (D1_HOS_C1_49),Adults and Pediatrics (D3_HOS_C2_30),Hospital Street Address (S2_1_C1_1),Hospital City (S2_1_C1_2),Type of Control of Hospital (See Table I) (S2_1_C1_21),Urban (1) or Rural (2) (S2_1_C1_27),Hospital Name  (S2_1_C1_3),Hospital State (S2_1_C2_2),Hospital Zip Code (S2_1_C3_2),Provider's actual MSA or CBSA (S2_1_C3_3),Hospital County (S2_1_C4_2),Hospital Type (S2_1_C4_3),Hospital Title 18 Payment System (P/T/O) (S2_1_C7_3),Total Hospital Interns & Residents (S3_1_C10_14),Total Facility FTEs  (S3_1_C10_27),Hospital Adults & Pediatrics (S3_1_C2_1),Total Hospital (S3_1_C2_14),Total Facility (S3_1_C2_27),Total (S3_1_C2_7),Hospital Adults & Pediatrics (S3_1_C3_1),Total Hospital (S3_1_C3_14),Total Hospital (S3_1_C3_7),Hospital Adults & Pediatrics (S3_1_C6_1),Total Hospital (S3_1_C6_14),Total Adults & Peds (S3_1_C6_7),Hospital Adults & Pediatrics (S3_1_C8_1),Total Hospital (S3_1_C8_14),Total Adults & Pediatrics (S3_1_C8_7),Fiscal Intermediary/MAC Create Date (FI_CREAT_DT),Fiscal Intermediary Number (FI_NUM),Fiscal Year Begin Date  (FY_BGN_DT),Fiscal Year End Date  (FY_END_DT),Hospital Provider Number  (PRVDR_NUM),Report Record Number (RPT_REC_NUM),Utilization Code (L/N/F) (UTIL_CODE),Lat,Lon,"Control type, text","Hospital type, text",Num and Name
214,18797820.0,18797820.0,391780.0,688240.0,688240.0,-589471.0,-740606.0,4222960.0,745149.0,793737.0,128791.0,7987989.0,558073.0,1010981.0,508467.0,16951.0,-740606.0,-5013.0,391780.0,162387.0,179568.0,11470343.0,1010551.0,1339274.0,1860708.0,865037.0,85877.0,11470343.0,2413128.0,1368497.0,688240.0,209350.0,11436998.0,1846043.0,468711.0,431815.0,15054010.0,1142047.0,1142047.0,300389.0,447332.0,64695.0,821 JEFEE DRIVE,KERMIT,9,2.0,MEMORIAL HOSPITAL,TX,79745,99945,WINKLER,1.0,O,72.0,86.0,19.0,19.0,19.0,19.0,6935.0,6935.0,6935.0,106.0,479.0,479.0,275.0,839.0,839.0,2020-03-02 00:00:00,04011,2018-10-01 00:00:00,2019-09-30,451314,665231.0,F,31.849739,-103.089916,Government - Local,Critical Access Hospitals,MEMORIAL HOSPITAL (451314)
1251,1641764.0,1641764.0,437714.0,746010.0,746010.0,-287806.0,-461202.0,3814337.0,686733.0,672767.0,117091.0,7300270.0,677181.0,1031442.0,587706.0,18568.0,-461202.0,-31067.0,437714.0,118578.0,195846.0,10653405.0,1197686.0,1236335.0,1748736.0,889976.0,90828.0,10653405.0,2534993.0,1384107.0,746010.0,229187.0,10639382.0,1761684.0,504135.0,423357.0,13585486.0,1390410.0,1390410.0,455730.0,598585.0,91123.0,821 JEFEE DRIVE,KERMIT,9,2.0,MEMORIAL HOSPITAL,TX,79745,99945,WINKLER,1.0,O,61.0,72.0,19.0,19.0,19.0,19.0,6935.0,6935.0,6935.0,157.0,507.0,507.0,362.0,849.0,849.0,2019-03-08 00:00:00,04011,2017-10-01 00:00:00,2018-09-30,451314,643975.0,F,31.849739,-103.089916,Government - Local,Critical Access Hospitals,MEMORIAL HOSPITAL (451314)
11409,1641763.0,1641763.0,26099.0,515772.0,517351.0,806342.0,770583.0,2502535.0,428599.0,331708.0,82525.0,3594657.0,154013.0,588818.0,399998.0,17018.0,770583.0,159289.0,26099.0,73999.0,114362.0,6867775.0,619131.0,916547.0,1231048.0,612792.0,75570.0,6867775.0,1584085.0,992925.0,515772.0,180244.0,6858032.0,893111.0,309062.0,252108.0,8076549.0,770018.0,770018.0,284364.0,370308.0,54566.0,821 JEFEE DRIVE,KERMIT,9,2.0,MEMORIAL HOSPITAL,TX,79745,99945,WINKLER,1.0,O,58.0,69.0,19.0,19.0,19.0,19.0,5187.0,5187.0,5187.0,89.0,340.0,340.0,204.0,525.0,525.0,2019-12-05 00:00:00,04011,2017-01-01 00:00:00,2017-09-30,451314,660334.0,F,31.849739,-103.089916,Government - Local,Critical Access Hospitals,MEMORIAL HOSPITAL (451314)
14201,1641763.0,1641763.0,47468.0,681387.0,678697.0,1204096.0,1220854.0,3306968.0,594726.0,439002.0,104452.0,4641760.0,190961.0,781029.0,401368.0,14434.0,1220854.0,209085.0,47468.0,104749.0,184465.0,9169582.0,782042.0,1316352.0,1596809.0,667089.0,94523.0,9169582.0,2079405.0,1144426.0,681387.0,237930.0,9156420.0,951052.0,292197.0,259785.0,9164767.0,1120301.0,1120301.0,576269.0,750999.0,79515.0,821 JEFEE DRIVE,KERMIT,9,2.0,MEMORIAL HOSPITAL,TX,79745,99945,WINKLER,1.0,O,59.5,70.89,19.0,19.0,19.0,19.0,6954.0,6954.0,6954.0,143.0,381.0,381.0,208.0,446.0,446.0,2018-05-21 00:00:00,04011,2016-01-01 00:00:00,2016-12-31,451314,626131.0,F,31.849739,-103.089916,Government - Local,Critical Access Hospitals,MEMORIAL HOSPITAL (451314)
22126,1641763.0,1641763.0,57519.0,649484.0,649999.0,-137810.0,-216108.0,3326122.0,629005.0,465579.0,132222.0,5396021.0,181592.0,716464.0,409069.0,19748.0,-216108.0,197244.0,57519.0,143540.0,169327.0,8506035.0,807285.0,1167332.0,1469825.0,677625.0,105947.0,8506035.0,2099654.0,1133994.0,649484.0,228219.0,8490297.0,1374127.0,390850.0,358395.0,9042064.0,1467791.0,1467791.0,570398.0,802151.0,128068.0,821 JEFEE DRIVE,KERMIT,9,2.0,MEMORIAL HOSPITAL,TX,79745,99945,WINKLER,1.0,O,64.2,73.75,19.0,19.0,19.0,19.0,6935.0,6935.0,6935.0,232.0,484.0,484.0,486.0,743.0,743.0,2018-03-27 00:00:00,04011,2015-01-01 00:00:00,2015-12-31,451314,624184.0,F,31.849739,-103.089916,Government - Local,Critical Access Hospitals,MEMORIAL HOSPITAL (451314)
27340,2056369.0,2056369.0,92857.0,741839.0,255166.0,417634.0,398515.0,2967940.0,612111.0,398221.0,120064.0,5232406.0,196628.0,852898.0,327884.0,14378.0,398515.0,200324.0,92857.0,111719.0,138398.0,8598861.0,827422.0,1296281.0,1517963.0,574343.0,96295.0,8598861.0,2236215.0,1023024.0,741839.0,271054.0,8585266.0,1142724.0,273100.0,201441.0,9045586.0,1662527.0,1662527.0,532710.0,681379.0,100196.0,821 JEFEE DRIVE,KERMIT,9,2.0,MEMORIAL HOSPITAL,TX,79745,99945,WINKLER,1.0,O,63.94,73.02,19.0,19.0,19.0,19.0,6935.0,6935.0,6935.0,182.0,337.0,337.0,346.0,542.0,542.0,2016-12-09 00:00:00,04011,2014-01-01 00:00:00,2014-12-31,451314,588909.0,F,31.849739,-103.089916,Government - Local,Critical Access Hospitals,MEMORIAL HOSPITAL (451314)
33467,1440253.0,1440253.0,63218.0,773211.0,773779.0,16984.0,-55962.0,2978051.0,510951.0,439814.0,120607.0,5779676.0,262566.0,922933.0,372066.0,18990.0,-55962.0,188382.0,63218.0,110711.0,132303.0,8701765.0,777410.0,1271201.0,1638319.0,631710.0,100089.0,8701765.0,2140295.0,1124097.0,773211.0,281064.0,8687254.0,1136645.0,441142.0,204334.0,8967233.0,1237038.0,1237038.0,546459.0,680885.0,100797.0,821 JEFEE DRIVE,KERMIT,9,2.0,MEMORIAL HOSPITAL,TX,79745,99945,WINKLER,1.0,O,67.36,75.27,19.0,19.0,19.0,19.0,6935.0,6935.0,6935.0,182.0,467.0,467.0,361.0,682.0,682.0,2015-11-25 00:00:00,04011,2013-01-01 00:00:00,2013-12-31,451314,566318.0,F,31.849739,-103.089916,Government - Local,Critical Access Hospitals,MEMORIAL HOSPITAL (451314)
