,A7_1_C1_10,A7_1_C1_8,A7_3_C15_1,A7_3_C15_3,A7_3_C9_3,A8_C2_33,A8_C2_50,A_C1_200,A_C1_30,A_C1_5,A_C2_10,A_C2_200,A_C2_30,A_C2_5,A_C2_60,A_C2_9,A_C6_200,A_C6_5,B_1_C0_1,B_1_C0_10,B_1_C0_16,B_1_C0_200,B_1_C0_30,B_1_C0_4,B_1_C0_5,B_1_C0_60,B_1_C0_9,B_1_C26_202,B_1_C26_30,B_1_C26_60,B_2_C26_202,B_2_C26_30,C_1_C3_202,C_1_C6_202,C_1_C6_30,C_1_C6_60,C_1_C8_202,D1_HOS_C1_27,D1_HOS_C1_37,D1_HOS_C1_41,D1_HOS_C1_49,D3_HOS_C2_30,S2_1_C1_1,S2_1_C1_2,S2_1_C1_21,S2_1_C1_27,S2_1_C1_3,S2_1_C2_2,S2_1_C3_2,S2_1_C3_3,S2_1_C4_2,S2_1_C4_3,S2_1_C7_3,S3_1_C10_14,S3_1_C10_27,S3_1_C2_1,S3_1_C2_14,S3_1_C2_27,S3_1_C2_7,S3_1_C3_1,S3_1_C3_14,S3_1_C3_7,S3_1_C6_1,S3_1_C6_14,S3_1_C6_7,S3_1_C8_1,S3_1_C8_14,S3_1_C8_7,FI_CREAT_DT,FI_NUM,FY_BGN_DT,FY_END_DT,PRVDR_NUM,RPT_REC_NUM,UTIL_CODE,Lat,Lon,"Control type, text","Hospital type, text",Num and Name
,Total,Subtotal,New Cap Related Csts Bldg & Fixtures,Total,Total,Other Adjustments (Summed),Total,Total Salaries,Adults and Pediatrics,Administrative and General,Dietary,Total Salaries,Adults and Pediatrics,Administrative and General,Laboratory,Housekeeping,Total Salaries,Administrative and General,New Capital Buildings and Fixtures,Dietary,Medical Records and Medical Rec. Library,Total,Adults and Pediatrics,Employee Benefits,Administrative and General,Laboratory,Housekeeping,Total  ,Adults and Pediatrics,Laboratory,Total  ,Adults & Pediatrics,Total,Total,Adults & Pediatrics,Laboratory,Total,net of Swing Bed Cost,net of Swing Bed and Private Room Diff,Total Program General Inpatient Routine ,Total Program Inpatient Costs,Adults and Pediatrics,Hospital Street Address,Hospital City,Type of Control of Hospital (See Table I),Urban (1) or Rural (2),Hospital Name ,Hospital State,Hospital Zip Code,Provider's actual MSA or CBSA,Hospital County,Hospital Type,Hospital Title 18 Payment System (P/T/O),Total Hospital Interns & Residents,Total Facility FTEs ,Hospital Adults & Pediatrics,Total Hospital,Total Facility,Total,Hospital Adults & Pediatrics,Total Hospital,Total Hospital,Hospital Adults & Pediatrics,Total Hospital,Total Adults & Peds,Hospital Adults & Pediatrics,Total Hospital,Total Adults & Pediatrics,Fiscal Intermediary/MAC Create Date,Fiscal Intermediary Number,Fiscal Year Begin Date ,Fiscal Year End Date ,Hospital Provider Number ,Report Record Number,Utilization Code (L/N/F),Lat,Lon,"Control type, text","Hospital type, text",Num and Name
,ANALYSIS OF CHANGES IN NEW CAPITAL BALANCES,ANALYSIS OF CHANGES IN NEW CAPITAL BALANCES,RECONCILIATION OF CAPITAL COST CENTERS,RECONCILIATION OF CAPITAL COST CENTERS,RECONCILIATION OF CAPITAL COST CENTERS,ADJUSTMENTS,ADJUSTMENTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,TRIAL BALANCE OF EXPENSE ACCOUNTS,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,COST ALLOCATION,ALLOCATION OF NEW CAPITAL COSTS,ALLOCATION OF NEW CAPITAL COSTS,COMPUTATION OF RATIO OF COST TO CHARGES,COMPUTATION OF RATIO OF COST TO CHARGES,COMPUTATION OF RATIO OF COST TO CHARGES,COMPUTATION OF RATIO OF COST TO CHARGES,COMPUTATION OF RATIO OF COST TO CHARGES,COMPUTATION OF INPATIENT OPERATING COSTS,COMPUTATION OF INPATIENT OPERATING COSTS,COMPUTATION OF INPATIENT OPERATING COSTS,COMPUTATION OF INPATIENT OPERATING COSTS,INPATIENT ANCILLARY SERVICE COST APPORTIONMENT,,,,,,,,,,,,Total Inpatient Days/Outpatient Visits,Total Inpatient Days/Outpatient Visits,NUMBER OF BEDS,NUMBER OF BEDS,NUMBER OF BEDS,NUMBER OF BEDS,BED DAYS AVAILABLE,BED DAYS AVAILABLE,BED DAYS AVAILABLE,Medicare Inpatient Days/Outpatient Visits,Medicare Inpatient Days/Outpatient Visits,Medicare Inpatient Days/Outpatient Visits,Total Inpatient Days/Outpatient Visits,Total Inpatient Days/Outpatient Visits,Total Inpatient Days/Outpatient Visits,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,HOSPITAL IDENTIFICATION INFORMATION,Lat,Lon,"Control type, text","Hospital type, text",Num and Name
,Column 1 (Beginning Balances) Total (A7_1_C1_10),Column 1 (Beginning Balances) Subtotal (A7_1_C1_8),Column 15 (Total) New Cap Related Csts Bldg & Fixtures (A7_3_C15_1),Column 15 (Total) Total (A7_3_C15_3),Column 9 (Depreciation) Total (A7_3_C9_3),Other Adjustments (Summed) (A8_C2_33),Total (A8_C2_50),Total Salaries (A_C1_200),Adults and Pediatrics (A_C1_30),Administrative and General (A_C1_5),Dietary (A_C2_10),Total Salaries (A_C2_200),Adults and Pediatrics (A_C2_30),Administrative and General (A_C2_5),Laboratory (A_C2_60),Housekeeping (A_C2_9),Total Salaries (A_C6_200),Administrative and General (A_C6_5),Net Expense for Cost Allocation New Capital Buildings and Fixtures (B_1_C0_1),Net Expense for Cost Allocation Dietary (B_1_C0_10),Net Expense for Cost Allocation Medical Records and Medical Rec. Library (B_1_C0_16),Net Expense for Cost Allocation Total (B_1_C0_200),Net Expense for Cost Allocation Adults and Pediatrics (B_1_C0_30),Net Expense for Cost Allocation Employee Benefits (B_1_C0_4),Net Expense for Cost Allocation Administrative and General (B_1_C0_5),Net Expense for Cost Allocation Laboratory (B_1_C0_60),Net Expense for Cost Allocation Housekeeping (B_1_C0_9),Total   (B_1_C26_202),Adults and Pediatrics (B_1_C26_30),Laboratory (B_1_C26_60),Total   (B_2_C26_202),TOTAL CAPITAL COSTS AFTER COST ALLOCATION Adults & Pediatrics (B_2_C26_30),Total (C_1_C3_202),Total (C_1_C6_202),Total Inpatient Charges Adults & Pediatrics (C_1_C6_30),Total Inpatient Charges Laboratory (C_1_C6_60),Total (C_1_C8_202),General Inpatient Routine Service Cost net of Swing Bed Cost (D1_HOS_C1_27),General Inpatient Routine Service Cost net of Swing Bed and Private Room Diff (D1_HOS_C1_37),Total Program General Inpatient Routine  (D1_HOS_C1_41),Total Program Inpatient Costs (D1_HOS_C1_49),Adults and Pediatrics (D3_HOS_C2_30),Hospital Street Address (S2_1_C1_1),Hospital City (S2_1_C1_2),Type of Control of Hospital (See Table I) (S2_1_C1_21),Urban (1) or Rural (2) (S2_1_C1_27),Hospital Name  (S2_1_C1_3),Hospital State (S2_1_C2_2),Hospital Zip Code (S2_1_C3_2),Provider's actual MSA or CBSA (S2_1_C3_3),Hospital County (S2_1_C4_2),Hospital Type (S2_1_C4_3),Hospital Title 18 Payment System (P/T/O) (S2_1_C7_3),Total Hospital Interns & Residents (S3_1_C10_14),Total Facility FTEs  (S3_1_C10_27),Hospital Adults & Pediatrics (S3_1_C2_1),Total Hospital (S3_1_C2_14),Total Facility (S3_1_C2_27),Total (S3_1_C2_7),Hospital Adults & Pediatrics (S3_1_C3_1),Total Hospital (S3_1_C3_14),Total Hospital (S3_1_C3_7),Hospital Adults & Pediatrics (S3_1_C6_1),Total Hospital (S3_1_C6_14),Total Adults & Peds (S3_1_C6_7),Hospital Adults & Pediatrics (S3_1_C8_1),Total Hospital (S3_1_C8_14),Total Adults & Pediatrics (S3_1_C8_7),Fiscal Intermediary/MAC Create Date (FI_CREAT_DT),Fiscal Intermediary Number (FI_NUM),Fiscal Year Begin Date  (FY_BGN_DT),Fiscal Year End Date  (FY_END_DT),Hospital Provider Number  (PRVDR_NUM),Report Record Number (RPT_REC_NUM),Utilization Code (L/N/F) (UTIL_CODE),Lat,Lon,"Control type, text","Hospital type, text",Num and Name
5389,24458565.0,24458565.0,411918.0,659675.0,659675.0,-262824.0,3666759.0,43464011.0,22933999.0,3897546.0,,38022824.0,8535475.0,2543321.0,2.0,175648.0,3666759.0,5351066.0,411918.0,1698585.0,1315681.0,85153594.0,27838413.0,,11661800.0,2.0,465135.0,85153594.0,42690238.0,2.0,659675.0,384317.0,85153594.0,81856766.0,49840938.0,2.0,81857918.0,42913193.0,42913193.0,349183.0,349183.0,343772.0,2414 BULL STREET,COLUMBIA,10,1.0,BRYAN PSYCHIATRIC HOSPITAL,SC,29202,17900,,4.0,P,565.9,565.9,240.0,457.0,457.0,240.0,87600.0,166805.0,87600.0,572.0,572.0,572.0,70297.0,149244.0,70297.0,2019-12-02 00:00:00,11001,2018-07-01 00:00:00,2019-06-30,424005,660706.0,F,34.084139,-80.980762,Government - State,Psychiatric,BRYAN PSYCHIATRIC HOSPITAL (424005)
7904,24997120.0,24997120.0,452462.0,760295.0,760295.0,-407222.0,4108151.0,36813484.0,21191528.0,3904196.0,,40732452.0,9330994.0,2435971.0,,480469.0,4108151.0,4993248.0,452462.0,1477026.0,1224641.0,81654087.0,26627112.0,,11201007.0,,918714.0,81654087.0,42087786.0,,760295.0,419743.0,81654087.0,52985370.0,49654816.0,,52985463.0,42122809.0,42122809.0,425073.0,425073.0,434523.0,2414 BULL STREET,COLUMBIA,10,1.0,BRYAN PSYCHIATRIC HOSPITAL,SC,29202,17900,,4.0,P,513.9,513.9,236.0,461.0,461.0,236.0,86140.0,168265.0,86140.0,723.0,723.0,723.0,71646.0,153760.0,71646.0,2018-12-05 00:00:00,11001,2017-07-01 00:00:00,2018-06-30,424005,638336.0,F,34.084139,-80.980762,Government - State,Psychiatric,BRYAN PSYCHIATRIC HOSPITAL (424005)
17916,29096182.0,29096182.0,451968.0,804532.0,804532.0,-141503.0,2626152.0,37107003.0,21534761.0,3685542.0,,35681846.0,8100221.0,2338956.0,,450577.0,2626152.0,4768124.0,451968.0,1444796.0,1207334.0,75415001.0,24879100.0,,10660014.0,,1006042.0,75415001.0,38356887.0,,804532.0,451335.0,75415001.0,80249680.0,47324493.0,,80250203.0,38618944.0,38618944.0,394614.0,394614.0,393626.0,2414 BULL STREET,COLUMBIA,10,1.0,BRYAN PSYCHIATRIC HOSPITAL,SC,29202,17900,RICHLAND,4.0,P,560.5,560.5,227.0,460.0,460.0,227.0,82855.0,167900.0,82855.0,698.0,698.0,698.0,68310.0,151732.0,68310.0,2019-06-13 00:00:00,11001,2016-07-01 00:00:00,2017-06-30,424005,649060.0,F,34.084139,-80.980762,Government - State,Psychiatric,BRYAN PSYCHIATRIC HOSPITAL (424005)
22740,14579665.0,14579665.0,220663.0,522038.0,522038.0,-228666.0,5086986.0,34278963.0,20607451.0,3051083.0,,32486989.0,6270901.0,2122433.0,,453660.0,5086986.0,4675616.0,220663.0,1266574.0,1096180.0,71852938.0,24287148.0,,9734176.0,,1037273.0,71852938.0,36463996.0,,522038.0,311146.0,71852938.0,62415464.0,33438655.0,,62415464.0,36710921.0,36710921.0,529194.0,529194.0,426544.0,2414 BULL STREET,COLUMBIA,10,1.0,BRYAN PSYCHIATRIC HOSPITAL,SC,29202,17900,RICHLAND,4.0,P,394.45,394.45,165.0,387.0,387.0,165.0,60390.0,141642.0,60390.0,848.0,848.0,848.0,58827.0,139546.0,58827.0,2018-06-14 00:00:00,11001,2015-07-01 00:00:00,2016-06-30,424005,627208.0,F,34.084139,-80.980762,Government - State,Psychiatric,BRYAN PSYCHIATRIC HOSPITAL (424005)
28037,14381294.0,14381294.0,198303.0,436146.0,436146.0,-174026.0,3149046.0,26795581.0,15273614.0,2145496.0,,28378375.0,4987111.0,1686013.0,,304530.0,3149046.0,2981934.0,198303.0,1065634.0,787740.0,58323002.0,18140557.0,,6722449.0,,753177.0,58323002.0,26743649.0,,436146.0,212562.0,58323002.0,52199890.0,25827770.0,,52199938.0,26862563.0,26862563.0,484786.0,484828.0,464772.0,2414 BULL STREET,COLUMBIA,10,1.0,BRYAN PSYCHIATRIC HOSPITAL,SC,29202,17900,RICHLAND,4.0,P,497.87,497.87,165.0,382.0,382.0,165.0,60225.0,139430.0,60225.0,924.0,924.0,924.0,51200.0,130273.0,51200.0,2017-06-05 00:00:00,11001,2014-07-01 00:00:00,2015-06-30,424005,597794.0,F,34.084139,-80.980762,Government - State,Psychiatric,BRYAN PSYCHIATRIC HOSPITAL (424005)
34330,14356396.0,14356396.0,211160.0,321353.0,321353.0,-104573.0,3211302.0,26194021.0,14964673.0,1820620.0,,25255968.0,5676659.0,1308130.0,,238218.0,3211302.0,3101582.0,211160.0,1293421.0,727434.0,54661291.0,18401036.0,,6086799.0,,742902.0,54661291.0,27032127.0,,321353.0,169418.0,54661291.0,52519050.0,28453963.0,,52519319.0,27218218.0,27218218.0,548579.0,548579.0,593550.0,2414 BULL STREET,COLUMBIA,10,1.0,BRYAN PSYCHIATRIC HOSPITAL,SC,29202,17900,RICHLAND,4.0,P,480.84,480.84,166.0,370.0,370.0,166.0,60590.0,135050.0,60590.0,1132.0,1132.0,1132.0,56165.0,128275.0,56165.0,2016-03-09 00:00:00,11001,2013-07-01 00:00:00,2014-06-30,424005,571672.0,F,34.084139,-80.980762,Government - State,Psychiatric,BRYAN PSYCHIATRIC HOSPITAL (424005)
42164,11854045.0,11854045.0,262140.0,376111.0,376111.0,-97996.0,3129078.0,25868454.0,14704080.0,2200775.0,,20992734.0,4061629.0,1484534.0,,174245.0,3129078.0,2683568.0,262140.0,1129697.0,29535.0,49990266.0,16761167.0,,6252852.0,,677835.0,49990266.0,24831729.0,,376111.0,207523.0,49990266.0,47695503.0,24754758.0,,47697681.0,25013649.0,25013649.0,412194.0,412194.0,318967.0,2414 BULL STREET,COLUMBIA,10,1.0,BRYAN PSYCHIATRIC HOSPITAL,SC,29202,17900,RICHLAND,4.0,P,375.23,375.23,166.0,349.0,349.0,166.0,60590.0,127385.0,60590.0,921.0,921.0,921.0,55890.0,122497.0,55890.0,2016-01-25 00:00:00,11001,2012-07-01 00:00:00,2013-06-30,424005,569843.0,F,34.084139,-80.980762,Government - State,Psychiatric,BRYAN PSYCHIATRIC HOSPITAL (424005)
